,"Matthew 1:1 The book of the generation of Jesus Christ, the son of David, the son of Abraham.","Mattheus 1:1 DIE geslagsregister van Jesus Christus, die seun van Dawid, die seun van Abraham:"
,"Matthew 11:9 But what went ye out for to see? A prophet? yea, I say unto you, and more than a prophet.","Mattheus 11:9 Maar wat het julle uitgegaan om te sien? ’n Profeet? Ja, Ek sê vir julle, ook baie meer as ’n profeet!"
,"Matthew 11:10 For this is [he], of whom it is written, Behold, I send my messenger before thy face, which shall prepare thy way before thee.","Mattheus 11:10 Want dit is hy van wie daar geskrywe is: Kyk, Ek stuur my boodskapper voor u aangesig, wat u weg voor U uit sal regmaak."
,"Matthew 11:11 Verily I say unto you, Among them that are born of women there hath not risen a greater than John the Baptist: notwithstanding he that is least in the kingdom of heaven is greater than he.","Mattheus 11:11 Voorwaar Ek sê vir julle, onder die wat uit vroue gebore is, het daar nie een opgestaan wat groter is as Johannes die Doper nie; maar die kleinste in die koninkryk van die hemele is groter as hy."
,"Matthew 11:12 And from the days of John the Baptist until now the kingdom of heaven suffereth violence, and the violent take it by force.","Mattheus 11:12 Maar van die dae van Johannes die Doper af tot nou toe word die koninkryk van die hemele bestorm, en bestormers gryp dit met geweld."
,Matthew 11:13 For all the prophets and the law prophesied until John.,Mattheus 11:13 Want al die profete en die wet het tot op Johannes geprofeteer.
,"Matthew 11:14 And if ye will receive [it], this is Elias, which was for to come.",Mattheus 11:14 En as julle dit wil aanneem: hy is Elía wat sou kom.
,"Matthew 11:15 He that hath ears to hear, let him hear.","Mattheus 11:15 Wie ore het om te hoor, laat hom hoor."
,"Matthew 11:16 But whereunto shall I liken this generation? It is like unto children sitting in the markets, and calling unto their fellows,",Mattheus 11:16 Maar waarmee sal Ek hierdie geslag vergelyk? Dit is net soos kindertjies wat op die markte sit en na hulle maats roep
,"Matthew 11:17 And saying, We have piped unto you, and ye have not danced; we have mourned unto you, and ye have not lamented.","Mattheus 11:17 en sê: Ons het vir julle op die fluit gespeel, en julle het nie gedans nie; ons het vir julle ’n klaaglied gesing, en julle het nie getreur nie."
,"Matthew 11:18 For John came neither eating nor drinking, and they say, He hath a devil.","Mattheus 11:18 Want Johannes het gekom en nie geëet of gedrink nie, en hulle sê: Hy het ’n duiwel."
,"Matthew 11:19 The Son of man came eating and drinking, and they say, Behold a man gluttonous, and a winebibber, a friend of publicans and sinners. But wisdom is justified of her children.","Mattheus 11:19 Die Seun van die mens het gekom — Hy eet en drink, en hulle sê: Dáár is ’n mens wat ’n vraat en ’n wynsuiper is, ’n vriend van tollenaars en sondaars. Maar die wysheid is geregverdig deur sy kinders."
,"Matthew 11:20 Then began he to upbraid the cities wherein most of his mighty works were done, because they repented not:","Mattheus 11:20 TOE het Hy die stede waarin die meeste van sy kragtige dade plaasgevind het, begin verwyt, omdat hulle hul nie bekeer het nie:"
,"Matthew 11:21 Woe unto thee, Chorazin! woe unto thee, Bethsaida! for if the mighty works, which were done in you, had been done in Tyre and Sidon, they would have repented long ago in sackcloth and ashes.","Mattheus 11:21 Wee jou, Górasin, wee jou, Betsáida! want as in Tirus en Sidon die kragtige dade plaasgevind het wat in julle plaasgevind het, sou hulle hul lankal in sak en as bekeer het."
,"Matthew 11:22 But I say unto you, It shall be more tolerable for Tyre and Sidon at the day of judgment, than for you.","Mattheus 11:22 Maar Ek sê vir julle, dit sal vir Tirus en Sidon verdraagliker wees in die oordeelsdag as vir julle."
,"Matthew 11:23 And thou, Capernaum, which art exalted unto heaven, shalt be brought down to hell: for if the mighty works, which have been done in thee, had been done in Sodom, it would have remained until this day.","Mattheus 11:23 En jy, Kapérnaüm, wat tot die hemel toe verhoog is, jy sal tot die doderyk toe neergestoot word; want as in Sodom die kragtige dade plaasgevind het wat in jou plaasgevind het, sou hy bly staan het tot vandag toe."
,"Matthew 11:24 But I say unto you, That it shall be more tolerable for the land of Sodom in the day of judgment, than for thee.",Mattheus 11:24 Maar Ek sê vir julle dat dit vir die land van Sodom verdraagliker sal wees in die oordeelsdag as vir jou.
,"Matthew 11:25 At that time Jesus answered and said, I thank thee, O Father, Lord of heaven and earth, because thou hast hid these things from the wise and prudent, and hast revealed them unto babes.","Mattheus 11:25 IN daardie tyd het Jesus gespreek en gesê: Ek loof U, Vader, Here van die hemel en die aarde, dat U hierdie dinge verberg het vir wyse en verstandige mense en dit aan kindertjies geopenbaar het."
,"Matthew 11:26 Even so, Father: for so it seemed good in thy sight.","Mattheus 11:26 Ja, Vader, want so was dit u welbehae."
,"Matthew 11:27 All things are delivered unto me of my Father: and no man knoweth the Son, but the Father; neither knoweth any man the Father, save the Son, and [he] to whomsoever the Son will reveal [him].","Mattheus 11:27 Alles is aan My oorgegee deur my Vader, en niemand ken die Seun nie, behalwe die Vader; ook ken niemand die Vader nie, behalwe die Seun en elkeen aan wie die Seun dit wil openbaar."
,"Matthew 11:28 Come unto me, all [ye] that labour and are heavy laden, and I will give you rest.","Mattheus 11:28 Kom na My toe, almal wat vermoeid en belas is, en Ek sal julle rus gee."
,"Matthew 11:29 Take my yoke upon you, and learn of me; for I am meek and lowly in heart: and ye shall find rest unto your souls.","Mattheus 11:29 Neem my juk op julle en leer van My, want Ek is sagmoedig en nederig van hart, en julle sal rus vind vir julle siele;"
,"Matthew 11:30 For my yoke [is] easy, and my burden is light.",Mattheus 11:30 want my juk is sag en my las is lig.
,"Matthew 12:1 At that time Jesus went on the sabbath day through the corn; and his disciples were an hungred, and began to pluck the ears of corn, and to eat.","Mattheus 12:1 IN daardie tyd het Jesus op die sabbat deur die gesaaides geloop, en sy dissipels het honger geword en are begin pluk en eet."
,"Matthew 12:2 But when the Pharisees saw [it], they said unto him, Behold, thy disciples do that which is not lawful to do upon the sabbath day.","Mattheus 12:2 Maar toe die Fariseërs dit sien, sê hulle vir Hom: Kyk, u dissipels doen wat nie geoorloof is om op die sabbat te doen nie."
,"Matthew 12:3 But he said unto them, Have ye not read what David did, when he was an hungred, and they that were with him;","Mattheus 12:3 Maar Hy sê vir hulle: Het julle nie gelees wat Dawid gedoen het nie — toe hy en die wat saam met hom was, honger gehad het —"
,"Matthew 12:4 How he entered into the house of God, and did eat the shewbread, which was not lawful for him to eat, neither for them which were with him, but only for the priests?","Mattheus 12:4 hoe hy in die huis van God gegaan en die toonbrode geëet het wat vir hom en die wat saam met hom was, nie geoorloof was om te eet nie, maar net vir die priesters alleen?"
,"Matthew 12:5 Or have ye not read in the law, how that on the sabbath days the priests in the temple profane the sabbath, and are blameless?",Mattheus 12:5 Of het julle nie in die wet gelees dat die priesters op die sabbat in die tempel die sabbat ontheilig en onskuldig is nie?
,"Matthew 12:6 But I say unto you, That in this place is [one] greater than the temple.","Mattheus 12:6 En Ek sê vir julle: Een wat groter is as die tempel, is hier."
,"Matthew 12:7 But if ye had known what [this] meaneth, I will have mercy, and not sacrifice, ye would not have condemned the guiltless.","Mattheus 12:7 Maar as julle geweet het wat dit beteken: Ek wil barmhartigheid hê en nie offerande nie, sou julle die onskuldiges nie veroordeel het nie;"
,Matthew 12:8 For the Son of man is Lord even of the sabbath day.,Mattheus 12:8 want die Seun van die mens is Here óók van die sabbat.
,"Matthew 12:9 And when he was departed thence, he went into their synagogue:",Mattheus 12:9 EN Hy het daarvandaan weggegaan en in hulle sinagoge gekom.
,"Matthew 12:10 And, behold, there was a man which had [his] hand withered. And they asked him, saying, Is it lawful to heal on the sabbath days? that they might accuse him.","Mattheus 12:10 En daar was ’n man met ’n verdorde hand, en hulle het Hom gevra en gesê: Is dit geoorloof om op die sabbat gesond te maak? — sodat hulle Hom sou kan aanklae."
,"Matthew 12:11 And he said unto them, What man shall there be among you, that shall have one sheep, and if it fall into a pit on the sabbath day, will he not lay hold on it, and lift [it] out?","Mattheus 12:11 Maar Hy sê vir hulle: Watter mens sal daar onder julle wees wat een skaap het, en as dit op die sabbat in ’n sloot val, dit nie sal gryp en uithaal nie?"
,Matthew 12:12 How much then is a man better than a sheep? Wherefore it is lawful to do well on the sabbath days.,Mattheus 12:12 Hoeveel meer is ’n mens dan nie werd as ’n skaap nie! So is dit dan geoorloof om op die sabbat goed te doen.
,"Matthew 12:13 Then saith he to the man, Stretch forth thine hand. And he stretched [it] forth; and it was restored whole, like as the other.","Mattheus 12:13 Toe sê Hy vir die man: Steek jou hand uit! En hy het dit uitgesteek, en dit is herstel, gesond soos die ander een."
af:p,"Matthew 12:14 Then the Pharisees went out, and held a council against him, how they might destroy him.","Mattheus 12:14 Daarop het die Fariseërs uitgegaan en saam raad gehou teen Hom, sodat hulle Hom sou kan ombring."
,"Matthew 12:15 But when Jesus knew [it], he withdrew himself from thence: and great multitudes followed him, and he healed them all;","Mattheus 12:15 Toe Jesus dit bemerk, het Hy daarvandaan weggegaan, en groot menigtes het Hom gevolg, en Hy het hulle almal gesond gemaak,"
,Matthew 12:16 And charged them that they should not make him known:,"Mattheus 12:16 en hulle ’n streng bevel gegee dat hulle Hom nie bekend moes maak nie,"
,"Matthew 12:17 That it might be fulfilled which was spoken by Esaias the prophet, saying,","Mattheus 12:17 sodat vervul sou word die woord wat gespreek is deur Jesaja, die profeet:"
,"Matthew 12:18 Behold my servant, whom I have chosen; my beloved, in whom my soul is well pleased: I will put my spirit upon him, and he shall shew judgment to the Gentiles.","Mattheus 12:18 Kyk, my Kneg wat Ek uitverkies het, my Geliefde in wie my siel ’n welbehae het! Ek sal my Gees op Hom lê, en Hy sal aan die nasies die reg aankondig."
,"Matthew 12:19 He shall not strive, nor cry; neither shall any man hear his voice in the streets.","Mattheus 12:19 Hy sal nie twis of uitroep nie, en niemand sal sy stem op die strate hoor nie."
,"Matthew 12:20 A bruised reed shall he not break, and smoking flax shall he not quench, till he send forth judgment unto victory.","Mattheus 12:20 ’n Geknakte riet sal Hy nie verbreek nie, en ’n lamppit wat rook, sal Hy nie uitblus nie, totdat Hy die reg tot oorwinning uitbring."
,Matthew 12:21 And in his name shall the Gentiles trust.,Mattheus 12:21 En op sy Naam sal die heidene hoop.
,"Matthew 12:22 Then was brought unto him one possessed with a devil, blind, and dumb: and he healed him, insomuch that the blind and dumb both spake and saw.","Mattheus 12:22 TOE het hulle ’n duiwelbesetene wat blind en stom was, na Hom gebring; en Hy het hom gesond gemaak, sodat die blinde en stomme kon praat en sien."
,"Matthew 12:23 And all the people were amazed, and said, Is not this the son of David?",Mattheus 12:23 En die hele menigte was verbaas en het gesê: Is Hy nie miskien die seun van Dawid nie?
,"Matthew 12:24 But when the Pharisees heard [it], they said, This [fellow] doth not cast out devils, but by Beelzebub the prince of the devils.","Mattheus 12:24 Maar toe die Fariseërs dit hoor, sê hulle: Hy dryf die duiwels nie anders uit as deur Beëlsebul, die owerste van die duiwels, nie."
,"Matthew 12:25 And Jesus knew their thoughts, and said unto them, Every kingdom divided against itself is brought to desolation; and every city or house divided against itself shall not stand:","Mattheus 12:25 Maar Jesus het hulle gedagtes geken en vir hulle gesê: Elke koninkryk wat teen homself verdeeld is, word verwoes; en elke stad of huis wat teen homself verdeeld is, sal nie bly staan nie."
,"Matthew 12:26 And if Satan cast out Satan, he is divided against himself; how shall then his kingdom stand?","Mattheus 12:26 En as die Satan die Satan uitdryf, dan is hy teen homself verdeeld. Hoe sal sy koninkryk dan bly staan?"
,"Matthew 12:27 And if I by Beelzebub cast out devils, by whom do your children cast [them] out? therefore they shall be your judges.","Mattheus 12:27 En as Ek deur Beëlsebul die duiwels uitdryf, deur wie dryf julle seuns hulle uit? Daarom sal hulle jul regters wees."
,"Matthew 12:28 But if I cast out devils by the Spirit of God, then the kingdom of God is come unto you.","Mattheus 12:28 Maar as Ek deur die Gees van God die duiwels uitdryf, dan het die koninkryk van God by julle gekom."
,"Matthew 12:29 Or else how can one enter into a strong man's house, and spoil his goods, except he first bind the strong man? and then he will spoil his house.","Mattheus 12:29 Of hoe kan iemand in die huis van ’n sterk man ingaan en sy goed roof, as hy nie eers die sterk man geboei het nie? En dan sal hy sy huis beroof."
